idx,station_name,station_id,camera_name,camera_ipaddr,nvr_rtsp_url,manufacturer,model,status
59,차량기지,100,유치선-CA.2,7.254.103.152,rtsp://7.254.3.25:4515/17017618-e4eb-4fa3-8181-220105bb0b4f/1/media.smp,,,
61,차량기지,100,유치선-CA.3,7.254.103.153,rtsp://7.254.3.25:4515/210d7aaf-a15b-4d23-aeb4-8196ee8d22af/1/media.smp,,,
63,차량기지,100,세척기-CA.1,7.254.103.155,rtsp://7.254.3.25:4515/81156b64-61d6-486d-8318-bc05bf47013a/1/media.smp,,,
65,차량기지,100,출입구 감시,7.254.103.41,rtsp://7.254.3.25:4515/70578e54-b08b-41ad-8162-9742c2f06bf8/1/media.smp,,,
67,차량기지,100,외곽-1,7.254.103.42,rtsp://7.254.3.25:4515/ca289ec5-c86c-42f8-bc3d-20898a947d82/1/media.smp,,,
69,차량기지,100,외곽-2,7.254.103.43,rtsp://7.254.3.25:4515/02046418-8266-4b59-b31b-9a04da94e99a/1/media.smp,,,
71,차량기지,100,외곽-3,7.254.103.44,rtsp://7.254.3.25:4515/dd35220d-c6cb-4b0f-aa19-11d963b59d3e/1/media.smp,,,
73,차량기지,100,외곽-4,7.254.103.45,rtsp://7.254.3.25:4515/77a30aa2-5f32-4125-81be-c670e7111b0f/1/media.smp,,,
75,차량기지,100,외곽-5,7.254.103.46,rtsp://7.254.3.25:4515/9c246b34-ae62-40a6-92a8-9f9dd5114110/1/media.smp,,,
77,차량기지,100,외곽-6,7.254.103.47,rtsp://7.254.3.25:4515/e614520c-768f-465b-843d-986239f97cb7/1/media.smp,,,
79,차량기지,100,외곽-7,7.254.103.48,rtsp://7.254.3.25:4515/5cd38a83-4efc-4dc9-9fe5-35bb3cefc949/1/media.smp,,,
81,차량기지,100,외곽-8,7.254.103.49,rtsp://7.254.3.25:4515/de16fce6-c8b9-41cd-b366-6c1f78f5fb99/1/media.smp,,,
83,차량기지,100,외곽-9,7.254.103.50,rtsp://7.254.3.25:4515/fb0e22e8-e2d5-47cf-9e2e-f484415b69f3/1/media.smp,,,
85,차량기지,100,외곽-10,7.254.103.51,rtsp://7.254.3.25:4515/4fab39ba-fec0-45b6-acc9-9b2580eac789/1/media.smp,,,
87,차량기지,100,외곽-11,7.254.103.52,rtsp://7.254.3.25:4515/dc8c03ad-4e21-4f11-8e7b-624afdb8734f/1/media.smp,,,
89,차량기지,100,외곽-12,7.254.103.53,rtsp://7.254.3.25:4515/fd622029-29e1-434e-b666-073037c00a2d/1/media.smp,,,
91,차량기지,100,외곽-13,7.254.103.54,rtsp://7.254.3.25:4515/6b2d78b9-418e-41ed-acbf-fff86e0b6c4d/1/media.smp,,,
93,차량기지,100,외곽-14,7.254.103.55,rtsp://7.254.3.25:4515/337e9657-de52-41d0-b142-7e136021ee30/1/media.smp,,,
95,차량기지,100,외곽-15,7.254.103.56,rtsp://7.254.3.25:4515/d94f6113-dde6-45f9-992f-6fa6ef947675/1/media.smp,,,
97,차량기지,100,외곽-16,7.254.103.57,rtsp://7.254.3.25:4515/c02f6ff7-2cff-41f1-b687-3c5c7173a1e3/1/media.smp,,,
99,차량기지,100,외곽-17,7.254.103.58,rtsp://7.254.3.25:4515/2cc69370-15e5-4ff8-b9a5-ff91fa556e11/1/media.smp,,,
