2025-03-06 02:22:32,735 p=54530 u=dmeta n=ansible | PLAY [Configure OS hardning] ************************************************************************************
2026-08-04 09:07:48,922 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:49,998 p=114287 u=dmeta n=ansible | TASK [config-screen-lock : Require Authentication for Single User Mode - Require emergency user mode password] **********
2026-08-04 09:07:49,998 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:50,758 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'atm' is disabled] *************************************************
2026-08-04 09:07:50,759 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:51,491 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'atm' is blacklisted] **********************************************
2026-08-04 09:07:51,492 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:52,709 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'can' is disabled] *************************************************
2026-08-04 09:07:52,709 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:53,382 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'can' is blacklisted] **********************************************
2026-08-04 09:07:53,382 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:54,148 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'firewire-core' is disabled] ***************************************
2026-08-04 09:07:54,149 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:54,896 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'firewire-core' is blacklisted] ************************************
2026-08-04 09:07:54,896 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:55,803 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'sctp' is disabled] ************************************************
2026-08-04 09:07:55,803 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:56,628 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'sctp' is blacklisted] *********************************************
2026-08-04 09:07:56,628 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:57,447 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'tipc' is disabled] ************************************************
2026-08-04 09:07:57,447 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:58,306 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'tipc' is blacklisted] *********************************************
2026-08-04 09:07:58,306 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:59,050 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'bluetooth' is disabled] *******************************************
2026-08-04 09:07:59,051 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:07:59,685 p=114287 u=dmeta n=ansible | TASK [config-network-protocol : Ensure kernel module 'bluetooth' is blacklisted] ****************************************
2026-08-04 09:07:59,685 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:00,415 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Ensure kernel module 'cramfs' is disabled] ***********************************************
2026-08-04 09:08:00,415 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:01,119 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Ensure kernel module 'cramfs' is blacklisted] ********************************************
2026-08-04 09:08:01,119 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:01,874 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /boot: Check information associated to mountpoint] *******************
2026-08-04 09:08:01,875 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:01,946 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /boot: Create mount_info dictionary variable] ************************
2026-08-04 09:08:01,947 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/boot'])
2026-08-04 09:08:01,961 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', 'UUID=ed33628c-0741-4916-b44c-325630c7b01e'])
2026-08-04 09:08:01,976 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:01,992 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'defaults,nodev,nosuid,nodev'])
2026-08-04 09:08:03,540 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /boot: Ensure /boot is mounted with nodev option] ********************
2026-08-04 09:08:03,541 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:04,450 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /boot: Check information associated to mountpoint] ******************
2026-08-04 09:08:04,451 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:04,536 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /boot: Create mount_info dictionary variable] ***********************
2026-08-04 09:08:04,537 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/boot'])
2026-08-04 09:08:04,539 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', 'UUID=ed33628c-0741-4916-b44c-325630c7b01e'])
2026-08-04 09:08:04,551 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:04,563 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'defaults,nodev,nosuid,nodev'])
2026-08-04 09:08:05,460 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /boot: Ensure /boot is mounted with nosuid option] ******************
2026-08-04 09:08:05,460 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:06,240 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /dev/shm: Check information associated to mountpoint] ****************
2026-08-04 09:08:06,240 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:06,307 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /dev/shm: Create mount_info dictionary variable] *********************
2026-08-04 09:08:06,308 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/dev/shm'])
2026-08-04 09:08:06,315 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', 'tmpfs'])
2026-08-04 09:08:06,329 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'tmpfs'])
2026-08-04 09:08:06,341 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,nosuid,nodev,noexec,seclabel'])
2026-08-04 09:08:07,389 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /dev/shm: Ensure /dev/shm is mounted with nodev option] **************
2026-08-04 09:08:07,390 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:07,975 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /dev/shm: Check information associated to mountpoint] ***************
2026-08-04 09:08:07,976 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:08,012 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /dev/shm: Create mount_info dictionary variable] ********************
2026-08-04 09:08:08,013 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/dev/shm'])
2026-08-04 09:08:08,016 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', 'tmpfs'])
2026-08-04 09:08:08,024 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'tmpfs'])
2026-08-04 09:08:08,031 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,nosuid,nodev,noexec,seclabel'])
2026-08-04 09:08:08,798 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /dev/shm: Ensure /dev/shm is mounted with noexec option] ************
2026-08-04 09:08:08,798 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:09,624 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /dev/shm: Check information associated to mountpoint] ***************
2026-08-04 09:08:09,625 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:09,694 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /dev/shm: Create mount_info dictionary variable] ********************
2026-08-04 09:08:09,695 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/dev/shm'])
2026-08-04 09:08:09,708 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', 'tmpfs'])
2026-08-04 09:08:09,722 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'tmpfs'])
2026-08-04 09:08:09,736 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,nosuid,nodev,noexec,seclabel'])
2026-08-04 09:08:10,970 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /dev/shm: Ensure /dev/shm is mounted with nosuid option] ************
2026-08-04 09:08:10,971 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:11,771 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /home: Check information associated to mountpoint] *******************
2026-08-04 09:08:11,772 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:11,835 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /home: Create mount_info dictionary variable] ************************
2026-08-04 09:08:11,835 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/home'])
2026-08-04 09:08:11,848 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-home'])
2026-08-04 09:08:11,864 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:11,879 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'defaults,nodev,nosuid,nodev'])
2026-08-04 09:08:12,846 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /home: Ensure /home is mounted with nodev option] ********************
2026-08-04 09:08:12,846 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:13,617 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /home: Check information associated to mountpoint] ******************
2026-08-04 09:08:13,617 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:13,651 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /home: Create mount_info dictionary variable] ***********************
2026-08-04 09:08:13,652 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/home'])
2026-08-04 09:08:13,668 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-home'])
2026-08-04 09:08:13,674 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:13,677 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'defaults,nodev,nosuid,nodev'])
2026-08-04 09:08:14,523 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /home: Ensure /home is mounted with nosuid option] ******************
2026-08-04 09:08:14,524 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:15,959 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to Non-Root Local Partitions: Refresh facts] ****************************
2026-08-04 09:08:15,960 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:17,247 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to Non-Root Local Partitions: Ensure non-root local partitions are present with nodev option in /etc/fstab] ***
2026-08-04 09:08:17,247 p=114287 u=dmeta n=ansible | changed: [arteva1]
2026-08-04 09:08:18,053 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /tmp: Check information associated to mountpoint] ********************
2026-08-04 09:08:18,054 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:18,120 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /tmp: Create mount_info dictionary variable] *************************
2026-08-04 09:08:18,121 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/tmp'])
2026-08-04 09:08:18,138 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-tmp'])
2026-08-04 09:08:18,155 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:18,167 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,seclabel,relatime,nodev,nodev,noexec,nosuid,nodev'])
2026-08-04 09:08:19,070 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /tmp: Ensure /tmp is mounted with nodev option] **********************
2026-08-04 09:08:19,071 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:19,868 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /tmp: Check information associated to mountpoint] *******************
2026-08-04 09:08:19,868 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:19,921 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /tmp: Create mount_info dictionary variable] ************************
2026-08-04 09:08:19,922 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/tmp'])
2026-08-04 09:08:19,934 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-tmp'])
2026-08-04 09:08:19,944 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:19,950 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,seclabel,relatime,nodev,nodev,noexec,nosuid,nodev'])
2026-08-04 09:08:20,814 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /tmp: Ensure /tmp is mounted with noexec option] ********************
2026-08-04 09:08:20,814 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:21,654 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /tmp: Check information associated to mountpoint] *******************
2026-08-04 09:08:21,654 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:21,690 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /tmp: Create mount_info dictionary variable] ************************
2026-08-04 09:08:21,690 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/tmp'])
2026-08-04 09:08:21,699 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-tmp'])
2026-08-04 09:08:21,708 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:21,717 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,seclabel,relatime,nodev,nodev,noexec,nosuid,nodev'])
2026-08-04 09:08:22,642 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /tmp: Ensure /tmp is mounted with nosuid option] ********************
2026-08-04 09:08:22,643 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:23,402 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var/log/audit: Check information associated to mountpoint] **********
2026-08-04 09:08:23,403 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:23,496 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var/log/audit: Create mount_info dictionary variable] ***************
2026-08-04 09:08:23,496 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/var/log/audit'])
2026-08-04 09:08:23,511 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-var_log_audit'])
2026-08-04 09:08:23,528 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:23,541 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,seclabel,relatime,nodev,nodev,noexec,nosuid,nodev'])
2026-08-04 09:08:25,062 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var/log/audit: Ensure /var/log/audit is mounted with nodev option] ***
2026-08-04 09:08:25,063 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:25,879 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /var/log/audit: Check information associated to mountpoint] *********
2026-08-04 09:08:25,879 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:25,911 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /var/log/audit: Create mount_info dictionary variable] **************
2026-08-04 09:08:25,911 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/var/log/audit'])
2026-08-04 09:08:25,920 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-var_log_audit'])
2026-08-04 09:08:25,927 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:25,934 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,seclabel,relatime,nodev,nodev,noexec,nosuid,nodev'])
2026-08-04 09:08:26,749 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /var/log/audit: Ensure /var/log/audit is mounted with noexec option] ***
2026-08-04 09:08:26,750 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:27,504 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /var/log/audit: Check information associated to mountpoint] *********
2026-08-04 09:08:27,505 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:27,553 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /var/log/audit: Create mount_info dictionary variable] **************
2026-08-04 09:08:27,553 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/var/log/audit'])
2026-08-04 09:08:27,567 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-var_log_audit'])
2026-08-04 09:08:27,579 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:27,593 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,seclabel,relatime,nodev,nodev,noexec,nosuid,nodev'])
2026-08-04 09:08:28,529 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /var/log/audit: Ensure /var/log/audit is mounted with nosuid option] ***
2026-08-04 09:08:28,530 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:29,388 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var/log: Check information associated to mountpoint] ****************
2026-08-04 09:08:29,389 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:29,465 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var/log: Create mount_info dictionary variable] *********************
2026-08-04 09:08:29,466 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/var/log'])
2026-08-04 09:08:29,484 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-var_log'])
2026-08-04 09:08:29,499 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:29,517 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,seclabel,relatime,nodev,nodev,noexec,nosuid,nodev'])
2026-08-04 09:08:30,511 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var/log: Ensure /var/log is mounted with nodev option] **************
2026-08-04 09:08:30,511 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:31,300 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /var/log: Check information associated to mountpoint] ***************
2026-08-04 09:08:31,300 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:31,375 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /var/log: Create mount_info dictionary variable] ********************
2026-08-04 09:08:31,376 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/var/log'])
2026-08-04 09:08:31,394 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-var_log'])
2026-08-04 09:08:31,413 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:31,428 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,seclabel,relatime,nodev,nodev,noexec,nosuid,nodev'])
2026-08-04 09:08:32,346 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /var/log: Ensure /var/log is mounted with noexec option] ************
2026-08-04 09:08:32,347 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:33,073 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /var/log: Check information associated to mountpoint] ***************
2026-08-04 09:08:33,074 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:33,106 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /var/log: Create mount_info dictionary variable] ********************
2026-08-04 09:08:33,106 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/var/log'])
2026-08-04 09:08:33,114 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-var_log'])
2026-08-04 09:08:33,123 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:33,131 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,seclabel,relatime,nodev,nodev,noexec,nosuid,nodev'])
2026-08-04 09:08:33,949 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nosuid Option to /var/log: Ensure /var/log is mounted with nosuid option] ************
2026-08-04 09:08:33,950 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:34,582 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var: Check information associated to mountpoint] ********************
2026-08-04 09:08:34,582 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:34,627 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var: Create mount_info dictionary variable] *************************
2026-08-04 09:08:34,627 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/var'])
2026-08-04 09:08:34,640 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-var'])
2026-08-04 09:08:34,652 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:34,665 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,seclabel,relatime,nodev,nodev,nodev'])
2026-08-04 09:08:35,487 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var: Ensure /var is mounted with nodev option] **********************
2026-08-04 09:08:35,488 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:36,197 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var/tmp: Check information associated to mountpoint] ****************
2026-08-04 09:08:36,197 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:36,261 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var/tmp: Create mount_info dictionary variable] *********************
2026-08-04 09:08:36,262 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/var/tmp'])
2026-08-04 09:08:36,277 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-var_tmp'])
2026-08-04 09:08:36,293 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['fstype', 'ext4'])
2026-08-04 09:08:36,308 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['options', 'rw,seclabel,relatime,nodev,nodev,noexec,nosuid,nodev'])
2026-08-04 09:08:37,323 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add nodev Option to /var/tmp: Ensure /var/tmp is mounted with nodev option] **************
2026-08-04 09:08:37,324 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:38,218 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /var/tmp: Check information associated to mountpoint] ***************
2026-08-04 09:08:38,219 p=114287 u=dmeta n=ansible | ok: [arteva1]
2026-08-04 09:08:38,347 p=114287 u=dmeta n=ansible | TASK [config-file-permission : Add noexec Option to /var/tmp: Create mount_info dictionary variable] ********************
2026-08-04 09:08:38,347 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['target', '/var/tmp'])
2026-08-04 09:08:38,375 p=114287 u=dmeta n=ansible | ok: [arteva1] => (item=['source', '/dev/mapper/rl-var_tmp'])
